"","V1","V2"
"75244","ez","stringr"
"75245","ez","MASS"
"75246","ez","lme4"
"75247","ez","car"
"75248","ez","ggplot2"
"75249","ez","mgcv"
"75250","ez","plyr"
"75251","ez","reshape2"
"75252","rRAP","MASS"
"75253","rRAP","lars"
"75254","rRAP","lassoshooting"
"75255","gtheory","lme4"
"75256","InformationValue","ggplot2"
"75257","InformationValue","data.table"
"75258","mhtboot","ggplot2"
"75259","mhtboot","reshape2"
"75260","RDota2","httr"
"75261","RDota2","jsonlite"
"75262","Rlinkedin","httpuv"
"75263","Rlinkedin","httr"
"75264","Rlinkedin","XML"
"75265","endogenous","mvtnorm"
"75266","ggswissmaps","ggplot2"
"75267","MIDN","BiasedUrn"
"75268","spellcheckr","dplyr"
"75269","spellcheckr","stringr"
"75270","spellcheckr","data.table"
"75271","RStata","foreign"
"75272","iRafNet","ROCR"
"75273","DDHFm","wavethresh"
"75274","DDHFm","lokern"
"75275","gym","httr"
"75276","gym","jsonlite"
"75277","sns","mvtnorm"
"75278","sns","coda"
"75279","sns","numDeriv"
"75280","bacr","MCMCpack"
"75281","RI2by2","gtools"
"75282","RI2by2","Rcpp"
"75283","COUNT","MASS"
"75284","COUNT","sandwich"
"75285","COUNT","msme"
"75286","cryst","flux"
"75287","cryst","pracma"
"75288","sirad","raster"
"75289","sirad","zoo"
"75290","metafuse","Matrix"
"75291","metafuse","MASS"
"75292","metafuse","evd"
"75293","metafuse","glmnet"
"75294","betategarch","zoo"
"75295","KnapsackSampling","lpSolve"
"75296","ssym","survival"
"75297","ssym","sandwich"
"75298","ssym","GIGrvg"
"75299","ssym","Formula"
"75300","ssym","normalp"
"75301","ssym","numDeriv"
"75302","ADPclust","dplyr"
"75303","ADPclust","knitr"
"75304","ADPclust","cluster"
"75305","ADPclust","fields"
"75306","RSarules","Matrix"
"75307","RSarules","arules"
"75308","highmean","MASS"
"75309","highmean","mnormt"
"75310","highmean","mvtnorm"
"75311","in2extRemes","extRemes"
"75312","tutorial","knitr"
"75313","tutorial","rjson"
"75314","tutorial","markdown"
"75315","tutorial","base64enc"
"75316","convertr","DT"
"75317","convertr","rstudioapi"
"75318","convertr","shiny"
"75319","convertr","miniUI"
"75320","DMwR2","zoo"
"75321","DMwR2","dplyr"
"75322","DMwR2","DBI"
"75323","DMwR2","quantmod"
"75324","DMwR2","readr"
"75325","DMwR2","rpart"
"75326","DMwR2","class"
"75327","DMwR2","xts"
"75328","MetaAnalyser","DT"
"75329","MetaAnalyser","rstudioapi"
"75330","MetaAnalyser","shiny"
"75331","MetaAnalyser","ggvis"
"75332","performanceEstimation","tidyr"
"75333","performanceEstimation","dplyr"
"75334","performanceEstimation","ggplot2"
"75335","performanceEstimation","parallelMap"
"75336","exp2flux","igraph"
"75337","exp2flux","sybil"
"75338","valorate","survival"
"75339","extremogram","MASS"
"75340","extremogram","boot"
"75341","RSeed","sybil"
"75342","tsSelect","forecast"
"75343","RAMpath","MASS"
"75344","RAMpath","lavaan"
"75345","RAMpath","ellipse"
"75346","tigerhitteR","zoo"
"75347","tigerhitteR","Hmisc"
"75348","tigerhitteR","magrittr"
"75349","tigerhitteR","openxlsx"
"75350","expandFunctions","orthopolynom"
"75351","expandFunctions","glmnet"
"75352","expandFunctions","polynom"
"75353","expandFunctions","plyr"
"75354","sBIC","igraph"
"75355","sBIC","Rcpp"
"75356","sBIC","R.methodsS3"
"75357","sBIC","R.oo"
"75358","sBIC","flexmix"
"75359","sBIC","mclust"
"75360","sBIC","poLCA"
"75361","sBIC","hash"
"75362","sBIC","combinat"
"75363","seleniumPipes","httr"
"75364","seleniumPipes","magrittr"
"75365","seleniumPipes","jsonlite"
"75366","seleniumPipes","xml2"
"75367","seleniumPipes","whisker"
"75368","supervisedPRIM","prim"
"75369","DPBBM","VGAM"
"75370","DPBBM","gplots"
"75371","DPBBM","tmvtnorm"
"75372","DPBBM","CEoptim"
"75373","AncestryMapper","svd"
"75374","gcbd","Matrix"
"75375","gcbd","RSQLite"
"75376","gcbd","DBI"
"75377","gcbd","reshape"
"75378","gcbd","plyr"
"75379","gcbd","lattice"
"75380","RSauceLabs","httr"
"75381","RSauceLabs","jsonlite"
"75382","RSauceLabs","xml2"
"75383","RSauceLabs","data.table"
"75384","RSauceLabs","whisker"
"75385","malani","e1071"
"75386","PersomicsArray","raster"
"75387","PersomicsArray","stringr"
"75388","PersomicsArray","tiff"
"75389","PersomicsArray","jpeg"
"75390","ensembleR","caret"
"75391","QRAGadget","raster"
"75392","QRAGadget","scales"
"75393","QRAGadget","shiny"
"75394","QRAGadget","sp"
"75395","QRAGadget","magrittr"
"75396","QRAGadget","leaflet"
"75397","QRAGadget","htmlwidgets"
"75398","QRAGadget","miniUI"
"75399","Rdice","data.table"
"75400","hkevp","Rcpp"
"75401","prepdat","dplyr"
"75402","prepdat","psych"
"75403","prepdat","reshape2"
"75404","FuzzyMCDM","RankAggreg"
"75405","onlinePCA","Rcpp"
"75406","onlinePCA","RSpectra"
"75407","rcanvec","sp"
"75408","rcanvec","rgdal"
"75409","RcmdrPlugin.PcaRobust","Rcmdr"
"75410","RcmdrPlugin.PcaRobust","rrcov"
"75411","RcmdrPlugin.PcaRobust","robustbase"
"75412","RcmdrPlugin.PcaRobust","tkrplot"
"75413","sparseLDA","MASS"
"75414","sparseLDA","mda"
"75415","sparseLDA","elasticnet"
"75416","spikes","emdbook"
"75417","strategicplayers","sna"
"75418","BSGW","survival"
"75419","BSGW","MfUSampler"
"75420","BSGW","doParallel"
"75421","BSGW","foreach"
"75422","STEPCAM","MASS"
"75423","STEPCAM","gtools"
"75424","STEPCAM","geometry"
"75425","STEPCAM","vcd"
"75426","STEPCAM","FD"
"75427","STEPCAM","ade4"
"75428","STEPCAM","ape"
"75429","coenoflex","mgcv"
"75430","GMDH","MASS"
"75431","htdp","Rcpp"
"75432","joinXL","readxl"
"75433","joinXL","timeDate"
"75434","joinXL","timeSeries"
"75435","joinXL","Rcpp"
"75436","joinXL","R.utils"
"75437","joinXL","rChoiceDialogs"
"75438","joinXL","openxlsx"
"75439","joinXL","rJava"
"75440","joinXL","data.table"
"75441","PortfolioEffectEstim","rJava"
"75442","PortfolioEffectEstim","PortfolioEffectHFT"
"75443","remote","raster"
"75444","remote","scales"
"75445","remote","Rcpp"
"75446","remote","latticeExtra"
"75447","remote","mapdata"
"75448","remote","gridExtra"
"75449","telegram","httr"
"75450","telegram","jsonlite"
"75451","telegram","R6"
"75452","telegram","curl"
"75453","AEDForecasting","forecast"
"75454","AEDForecasting","changepoint"
"75455","AEDForecasting","signal"
"75456","ezknitr","knitr"
"75457","ezknitr","R.utils"
"75458","ezknitr","markdown"
"75459","qrencoder","raster"
"75460","qrencoder","Rcpp"
"75461","qrencoder","base64enc"
"75462","qrencoder","png"
"75463","read.dbc","foreign"
"75464","RRedshiftSQL","RPostgreSQL"
"75465","RRedshiftSQL","DBI"
"75466","DamiaNN","caret"
"75467","DamiaNN","testthat"
"75468","EnsemblePenReg","glmnet"
"75469","EnsemblePenReg","EnsembleBase"
"75470","pipefittr","rstudioapi"
"75471","pipefittr","stringr"
"75472","pipefittr","shiny"
"75473","pipefittr","magrittr"
"75474","pipefittr","miniUI"
"75475","qqvases","shiny"
"75476","qqvases","shinythemes"
"75477","StepwiseTest","Rcpp"
"75478","EnsembleBase","bartMachine"
"75479","EnsembleBase","gbm"
"75480","EnsembleBase","e1071"
"75481","EnsembleBase","randomForest"
"75482","EnsembleBase","glmnet"
"75483","EnsembleBase","doParallel"
"75484","EnsembleBase","foreach"
"75485","EnsembleBase","nnet"
"75486","EnsembleBase","kknn"
"75487","EnsembleCV","EnsembleBase"
"75488","fastcmh","Rcpp"
"75489","fastcmh","bindata"
"75490","lifecourse","TraMineR"
"75491","deadband","TTR"
"75492","StreamMetabolism","zoo"
"75493","StreamMetabolism","chron"
"75494","StreamMetabolism","maptools"
"75495","stripless","lattice"
"75496","ARCensReg","tmvtnorm"
"75497","ARCensReg","mvtnorm"
"75498","ARCensReg","msm"
"75499","ARCensReg","numDeriv"
"75500","Ritc","minpack.lm"
"75501","cyclocomp","desc"
"75502","cyclocomp","callr"
"75503","cyclocomp","crayon"
"75504","cyclocomp","withr"
"75505","cyclocomp","remotes"
"75506","qha","FactoMineR"
"75507","qha","ade4"
"75508","qha","FactoClass"
"75509","alphaOutlier","nleqslv"
"75510","alphaOutlier","quantreg"
"75511","alphaOutlier","Rsolnp"
"75512","ecdfHT","rgl"
"75513","BayesMixSurv","survival"
"75514","IsingFit","Matrix"
"75515","IsingFit","glmnet"
"75516","IsingFit","qgraph"
"75517","AquaEnv","minpack.lm"
"75518","dhga","VennDiagram"
"75519","imputeMissings","randomForest"
"75520","musica","magrittr"
"75521","musica","lubridate"
"75522","musica","data.table"
"75523","musica","qmap"
"75524","psData","countrycode"
"75525","psData","rio"
"75526","psData","xlsx"
"75527","psData","reshape2"
"75528","psData","DataCombine"
"75529","reutils","RCurl"
"75530","reutils","tibble"
"75531","reutils","XML"
"75532","reutils","jsonlite"
"75533","reutils","assertthat"
"75534","ROCS","rgl"
"75535","ROCS","poibin"
"75536","FPCA2D","corpcor"
"75537","fpa","fields"
"75538","fpa","reshape"
"75539","xlutils3","readxl"
"75540","xlutils3","magrittr"
"75541","drc","scales"
"75542","drc","multcomp"
"75543","drc","MASS"
"75544","drc","gtools"
"75545","drc","car"
"75546","drc","plotrix"
"75547","PASenseWear","ggplot2"
"75548","truncdist","evd"
"75549","censusGeography","qdapTools"
"75550","gplm","AER"
"75551","MetaheuristicFPA","Rcpp"
"75552","spselect","pracma"
"75553","spselect","magic"
"75554","spselect","tester"
"75555","dynpanel","gtools"
"75556","REPPlab","rJava"
"75557","REPPlab","lattice"
"75558","REPPlab","LDRTools"
"75559","RSKC","flexclust"
"75560","slp","mgcv"
"75561","digitize","readbitmap"
"75562","MicroDatosEs","readr"
"75563","Rexperigen","RCurl"
"75564","Rexperigen","jsonlite"
"75565","Rexperigen","digest"
"75566","rglwidget","rgl"
"75567","rtson","R6"
"75568","phonR","splancs"
"75569","phonR","deldir"
"75570","phonR","plotrix"
"75571","sfc","zoo"
"75572","sfc","tidyr"
"75573","sfc","dplyr"
"75574","sfc","sna"
"75575","sfc","triangle"
"75576","makeFlow","dplyr"
"75577","makeFlow","RColorBrewer"
"75578","tm.plugin.europresse","XML"
"75579","tm.plugin.europresse","tm"
"75580","tm.plugin.europresse","NLP"
"75581","liqueueR","itertools"
"75582","SSRA","stringr"
"75583","SSRA","shape"
"75584","timelineS","dplyr"
"75585","timelineS","ggplot2"
"75586","timelineS","magrittr"
"75587","timelineS","lubridate"
"75588","PDM","jpeg"
"75589","ph2bye","nleqslv"
"75590","ph2bye","Rcpp"
"75591","ph2bye","VGAM"
"75592","ph2bye","animation"
"75593","datastepr","dplyr"
"75594","datastepr","tibble"
"75595","datastepr","magrittr"
"75596","datastepr","R6"
"75597","datastepr","lazyeval"
"75598","ggghost","ggplot2"
"75599","ggghost","animation"
"75600","predictionInterval","MBESS"
"75601","predictionInterval","MASS"
"75602","predictionInterval","ggplot2"
"75603","predictionInterval","pbapply"
"75604","rportfolios","truncdist"
"75605","banxicoR","stringr"
"75606","banxicoR","rvest"
"75607","banxicoR","xml2"
"75608","instaR","httr"
"75609","instaR","jsonlite"
"75610","rpinterest","httr"
"75611","rpinterest","magrittr"
"75612","rpinterest","rjson"
"75613","mp","Rcpp"
"75614","AcrossTic","lpSolve"
"75615","AcrossTic","treeClust"
"75616","ggThemeAssist","rstudioapi"
"75617","ggThemeAssist","shiny"
"75618","ggThemeAssist","ggplot2"
"75619","ggThemeAssist","formatR"
"75620","ggThemeAssist","miniUI"
"75621","GlobalFit","sybil"
"75622","rich","vegan"
"75623","rich","boot"
"75624","segmag","Rcpp"
"75625","segmag","plyr"
"75626","ggpolypath","ggplot2"
"75627","ssmn","sn"
"75628","ssmn","mnormt"
"75629","ssmn","moments"
"75630","ssmn","truncdist"
"75631","EnvNicheR","IDPmisc"
"75632","belex","XML"
"75633","ClimClass","ggplot2"
"75634","ClimClass","geosphere"
"75635","ClimClass","reshape2"
"75636","GEEaSPU","Rcpp"
"75637","GEEaSPU","gee"
"75638","triebeard","Rcpp"
"75639","simplexreg","plotrix"
"75640","simplexreg","Formula"
"75641","rstack","R6"
"75642","AntAngioCOOL","caret"
"75643","AntAngioCOOL","rpart"
"75644","AntAngioCOOL","rJava"
"75645","AntAngioCOOL","RWeka"
"75646","denovolyzeR","dplyr"
"75647","denovolyzeR","reshape2"
"75648","WPC","survival"
"75649","WPC","msm"
"75650","deconstructSigs","reshape2"
"75651","FinCal","RCurl"
"75652","FinCal","ggplot2"
"75653","FinCal","reshape2"
"75654","presens","marelac"
"75655","presens","measurements"
"75656","vines","cubature"
"75657","vines","TSP"
"75658","vines","copula"
"75659","vines","ADGofTest"
"75660","cellranger","tibble"
"75661","cellranger","rematch"
"75662","iDOS","VennDiagram"
"75663","LARF","Formula"
"75664","lightsout","shiny"
"75665","lightsout","magrittr"
"75666","lightsout","shinyjs"
"75667","SizeEstimation","MCMCpack"
"75668","SizeEstimation","msm"
"75669","bigReg","MASS"
"75670","bigReg","Rcpp"
"75671","bigReg","uuid"
"75672","GameTheoryAllocation","lpSolveAPI"
"75673","GameTheoryAllocation","e1071"
"75674","mcparallelDo","R.utils"
"75675","mcparallelDo","checkmate"
"75676","mcparallelDo","R6"
"75677","qat","fields"
"75678","qat","XML"
"75679","qat","gdata"
"75680","qat","moments"
"75681","qat","gplots"
"75682","qat","ncdf4"
"75683","qat","boot"
"75684","stmCorrViz","jsonlite"
"75685","stmCorrViz","tm"
"75686","stmCorrViz","stm"
"75687","stmCorrViz","SnowballC"
"75688","icdGLM","Matrix"
"75689","mvQuad","statmod"
"75690","mvQuad","data.table"
"75691","scientoText","stringr"
"75692","scientoText","tm"
"75693","DWreg","survival"
"75694","DWreg","Ecdat"
"75695","DWreg","maxLik"
"75696","DWreg","DiscreteWeibull"
"75697","iRegression","mgcv"
"75698","SecKW","pracma"
"75699","SecKW","fdrtool"
"75700","SinIW","pracma"
"75701","SinIW","fdrtool"
"75702","CosW","pracma"
"75703","CosW","fdrtool"
"75704","precintcon","scales"
"75705","precintcon","ggplot2"
"75706","TanB","pracma"
"75707","TanB","fdrtool"
"75708","RStripe","httr"
"75709","RStripe","RCurl"
"75710","RStripe","jsonlite"
"75711","artfima","gsl"
"75712","artfima","ltsa"
"75713","matrixLaplacian","scatterplot3d"
"75714","MCMC4Extremes","evir"
"75715","smoothtail","logcondens"
"75716","rmdHelpers","dplyr"
"75717","rmdHelpers","knitr"
"75718","futile.logger","lambda.r"
"75719","futile.logger","futile.options"
"75720","RCriteo","httr"
"75721","RCriteo","RCurl"
"75722","RCriteo","XML"
"75723","RCriteo","plyr"
"75724","SpectralMap","scatterplot3d"
"75725","SpectralMap","fields"
"75726","BayesTree","nnet"
"75727","EXRQ","quantreg"
"75728","EXRQ","mnormt"
"75729","pfa","quantreg"
"75730","pfa","lars"
"75731","pfa","POET"
"75732","Renext","evd"
"75733","Renext","numDeriv"
"75734","wfindr","dplyr"
"75735","wfindr","magrittr"
"75736","productplots","ggplot2"
"75737","productplots","plyr"
"75738","QCSimulator","ggplot2"
"75739","Comp2ROC","boot"
"75740","Comp2ROC","ROCR"
"75741","hypothesisr","dplyr"
"75742","hypothesisr","httr"
"75743","hypothesisr","jsonlite"
"75744","RcmdrPlugin.EcoVirtual","Rcmdr"
"75745","RcmdrPlugin.EcoVirtual","EcoVirtual"
"75746","correctedAUC","mnormt"
"75747","correctedAUC","ICC"
"75748","CP","survival"
"75749","DrillR","httr"
"75750","UNCLES","pdist"
"75751","UNCLES","kohonen"
"75752","UNCLES","class"
"75753","pGMGM","MASS"
"75754","pGMGM","mvtnorm"
"75755","pGMGM","JGL"
"75756","meteR","nleqslv"
"75757","meteR","distr"
"75758","SeqMADE","MASS"
"75759","couchDB","httr"
"75760","couchDB","RCurl"
"75761","couchDB","rjson"
"75762","couchDB","bitops"
"75763","BACCT","ggplot2"
"75764","BACCT","rjags"
"75765","BACCT","reshape2"
"75766","factorplot","multcomp"
"75767","factorplot","nnet"
"75768","GAabbreviate","psych"
"75769","GAabbreviate","GA"
"75770","LakeMetabolizer","plyr"
"75771","LakeMetabolizer","rLakeAnalyzer"
"75772","LindleyR","lamW"
"75773","mscstexta4r","dplyr"
"75774","mscstexta4r","httr"
"75775","mscstexta4r","stringi"
"75776","mscstexta4r","pander"
"75777","mscstexta4r","jsonlite"
"75778","RMThreshold","Matrix"
"75779","RMThreshold","png"
"75780","shinyDND","shiny"
"75781","shinyDND","htmltools"
"75782","REPTILE","optparse"
"75783","REPTILE","flux"
"75784","REPTILE","randomForest"
"75785","REPTILE","doParallel"
"75786","REPTILE","foreach"
"75787","DoTC","ggplot2"
"75788","DoTC","plyr"
"75789","gmDatabase","shiny"
"75790","gmDatabase","DBI"
"75791","gmDatabase","foreach"
"75792","gmDatabase","RMySQL"
"75793","gmDatabase","digest"
"75794","SPIGA","GA"
"75795","cssTools","sna"
"75796","IsotopeR","ellipse"
"75797","IsotopeR","runjags"
"75798","IsotopeR","colorspace"
"75799","IsotopeR","plotrix"
"75800","IsotopeR","fgui"
"75801","mscsweblm4r","httr"
"75802","mscsweblm4r","pander"
"75803","mscsweblm4r","jsonlite"
"75804","cointmonitoR","matrixStats"
"75805","cointmonitoR","cointReg"
"75806","cointReg","MASS"
"75807","cointReg","checkmate"
"75808","cointReg","matrixStats"
"75809","perccal","Rcpp"
"75810","engsoccerdata","tidyr"
"75811","engsoccerdata","dplyr"
"75812","engsoccerdata","magrittr"
"75813","ibm","Rcpp"
"75814","kehra","raster"
"75815","kehra","zoo"
"75816","kehra","stringr"
"75817","kehra","Hmisc"
"75818","kehra","sp"
"75819","kehra","xts"
"75820","kehra","reshape2"
"75821","sesem","lavaan"
"75822","sesem","gplots"
"75823","sesem","mgcv"
"75824","JointModel","statmod"
"75825","JointModel","survival"
"75826","JointModel","lme4"
"75827","Rbent","Rfit"
"75828","pop","MASS"
"75829","pop","igraph"
"75830","DAKS","relations"
"75831","DAKS","sets"
"75832","DisimForMixed","dplyr"
"75833","DisimForMixed","cluster"
"75834","PreKnitPostHTMLRender","knitr"
"75835","PreKnitPostHTMLRender","rmarkdown"
"75836","PreKnitPostHTMLRender","XML"
"75837","shinytoastr","shiny"
"75838","uniReg","MASS"
"75839","uniReg","SEL"
"75840","uniReg","mvtnorm"
"75841","uniReg","DoseFinding"
"75842","uniReg","quadprog"
"75843","iGasso","lattice"
"75844","iGasso","CompQuadForm"
"75845","ROpenFIGI","httr"
"75846","ROpenFIGI","jsonlite"
"75847","clikcorr","mvtnorm"
"75848","hkex.api","httr"
"75849","hkex.api","RCurl"
"75850","hkex.api","XML"
"75851","bastah","Matrix"
"75852","bastah","MASS"
"75853","bastah","glmnet"
"75854","bastah","lars"
"75855","bastah","BigQuic"
"75856","bastah","foreach"
"75857","bastah","scalreg"
"75858","ClustMMDD","Rcpp"
"75859","softclassval","svUnit"
"75860","softclassval","arrayhelpers"
"75861","ddst","evd"
"75862","ddst","orthopolynom"
"75863","forecTheta","forecast"
"75864","forecTheta","tseries"
"75865","replicationInterval","MBESS"
"75866","replicationInterval","MASS"
"75867","replicationInterval","ggplot2"
"75868","replicationInterval","pbapply"
"75869","uskewFactors","MASS"
"75870","uskewFactors","MCMCpack"
"75871","uskewFactors","tmvtnorm"
"75872","uskewFactors","mvtnorm"
"75873","asd","mvtnorm"
"75874","VDAP","stringr"
"75875","VDAP","ggplot2"
"75876","VDAP","reshape2"
"75877","VDAP","drc"
"75878","crtests","stringr"
"75879","crtests","caret"
"75880","crtests","plyr"
"75881","MonoInc","sitar"
"75882","MonoInc","doParallel"
"75883","MonoInc","iterators"
"75884","MonoInc","foreach"
"75885","MonoInc","compare"
"75886","MetProc","gplots"
"75887","MetProc","fastcluster"
"75888","saasCNV","RANN"
"75889","cystiSim","knitr"
"75890","cystiSim","ggplot2"
"75891","cystiSim","magrittr"
"75892","equivalence","lattice"
"75893","equivalence","boot"
"75894","equivalence","PairedData"
"75895","lrmest","MASS"
"75896","lrmest","psych"
"75897","rollbar","httr"
"75898","ada","rpart"
"75899","HMVD","MASS"
"75900","MLmetrics","ROCR"
"75901","RFormatter","formatR"
"75902","SetRank","igraph"
"75903","SetRank","XML"
"75904","SetRank","data.table"
"75905","assertive.files","assertive.base"
"75906","assertive.files","assertive.numbers"
"75907","assertive.strings","stringi"
"75908","assertive.strings","assertive.base"
"75909","assertive.strings","assertive.types"
"75910","rankhazard","survival"
"75911","RcmdrPlugin.RMTCJags","Rcmdr"
"75912","RcmdrPlugin.RMTCJags","igraph"
"75913","RcmdrPlugin.RMTCJags","rjags"
"75914","RcmdrPlugin.RMTCJags","runjags"
"75915","RcmdrPlugin.RMTCJags","coda"
"75916","RcmdrPlugin.RMTCJags","rmeta"
"75917","assertive.numbers","assertive.base"
"75918","olctools","Rcpp"
"75919","geozoo","bitops"
"75920","nasadata","dplyr"
"75921","nasadata","plyr"
"75922","nasadata","jsonlite"
"75923","nasadata","png"
"75924","PenCoxFrail","Matrix"
"75925","PenCoxFrail","survival"
"75926","PenCoxFrail","Rcpp"
"75927","multiwayvcov","sandwich"
"75928","multiwayvcov","boot"
"75929","qmap","fitdistrplus"
"75930","SCI","lmomco"
"75931","SCI","fitdistrplus"
"75932","rasclass","car"
"75933","rasclass","e1071"
"75934","rasclass","randomForest"
"75935","rasclass","nnet"
"75936","rasclass","RSNNS"
"75937","DiscreteInverseWeibull","Rsolnp"
"75938","lvplot","tibble"
"75939","lvplot","ggplot2"
"75940","lvplot","RColorBrewer"
"75941","IAT","dplyr"
"75942","IAT","ggplot2"
"75943","IAT","lazyeval"
"75944","plac","survival"
"75945","plac","Rcpp"
"75946","ClusteredMutations","seriation"
"75947","fastclime","Matrix"
"75948","fastclime","MASS"
"75949","fastclime","igraph"
"75950","fastclime","lattice"
"75951","googleformr","rvest"
"75952","googleformr","httr"
"75953","googleformr","xml2"
"75954","REREFACT","Matrix"
"75955","REREFACT","gdata"
"75956","REREFACT","psych"
"75957","REREFACT","combinat"
"75958","RZabbix","httr"
"75959","RZabbix","jsonlite"
"75960","VecStatGraphs2D","MASS"
"75961","FinCovRegularization","quadprog"
"75962","genomeplot","ggplot2"
"75963","humaniformat","Rcpp"
"75964","mlmc","Rcpp"
"75965","mlmc","ggplot2"
"75966","TELP","arules"
"75967","TELP","ggplot2"
"75968","TELP","RColorBrewer"
"75969","TELP","arulesViz"
"75970","TELP","tm"
"75971","TELP","wordcloud"
"75972","TELP","gridExtra"
"75973","TELP","tcltk2"
"75974","DrugClust","cluster"
"75975","DrugClust","MESS"
"75976","DrugClust","e1071"
"75977","DrugClust","cclust"
"75978","DrugClust","ROCR"
"75979","aimPlot","ggplot2"
"75980","uHMM","FactoMineR"
"75981","uHMM","cluster"
"75982","uHMM","chron"
"75983","uHMM","HMM"
"75984","uHMM","class"
"75985","uHMM","corrplot"
"75986","uHMM","tkrplot"
"75987","uHMM","clValid"
"75988","uHMM","tcltk2"
"75989","xkcdcolors","FNN"
"75990","EEM","R.utils"
"75991","EEM","sp"
"75992","EEM","ggplot2"
"75993","EEM","colorRamps"
"75994","EEM","reshape2"
"75995","capushe","MASS"
"75996","DidacticBoost","rpart"
"75997","disparityfilter","igraph"
"75998","nbpMatching","Hmisc"
"75999","nbpMatching","MASS"
"76000","StroupGLMM","broom"
"76001","StroupGLMM","nlme"
"76002","StroupGLMM","MASS"
"76003","StroupGLMM","lme4"
"76004","StroupGLMM","car"
"76005","StroupGLMM","ggplot2"
"76006","StroupGLMM","aod"
"76007","StroupGLMM","survey"
"76008","StroupGLMM","pbkrtest"
"76009","StroupGLMM","lmerTest"
"76010","StroupGLMM","lsmeans"
"76011","StroupGLMM","mutoss"
"76012","StroupGLMM","phia"
"76013","DOT","V8"
"76014","keyplayer","igraph"
"76015","keyplayer","sna"
"76016","keyplayer","matpow"
"76017","sprex","swfscMisc"
"76018","reservoir","gtools"
"76019","DataCombine","dplyr"
"76020","DataCombine","data.table"
"76021","hierarchicalSets","Matrix"
"76022","hierarchicalSets","gtable"
"76023","hierarchicalSets","scales"
"76024","hierarchicalSets","MASS"
"76025","hierarchicalSets","Rcpp"
"76026","hierarchicalSets","ggplot2"
"76027","hierarchicalSets","RColorBrewer"
"76028","hierarchicalSets","ggdendro"
"76029","nlshrink","MASS"
"76030","nlshrink","nloptr"
"76031","progenyClust","Hmisc"
"76032","rYoutheria","RCurl"
"76033","rYoutheria","plyr"
"76034","rYoutheria","RJSONIO"
"76035","rYoutheria","reshape2"
"76036","ELT","locfit"
"76037","ELT","latticeExtra"
"76038","ELT","lattice"
"76039","ELT","xlsx"
"76040","PolyPatEx","gtools"
"76041","analogueExtra","rgl"
"76042","analogueExtra","analogue"
"76043","analogueExtra","vegan3d"
"76044","GiNA","doParallel"
"76045","GiNA","foreach"
"76046","GiNA","png"
"76047","mgarchBEKK","tseries"
"76048","mgarchBEKK","mvtnorm"
"76049","Sofi","shiny"
"76050","Sofi","foreign"
"76051","Sofi","sampling"
"76052","Information","ggplot2"
"76053","Information","plyr"
"76054","Information","doParallel"
"76055","Information","iterators"
"76056","Information","foreach"
"76057","Information","data.table"
"76058","biogeo","raster"
"76059","biogeo","stringr"
"76060","biogeo","sp"
"76061","biogeo","maptools"
"76062","biogeo","vegan"
"76063","AdvBinomApps","GenBinomApps"
"76064","AdvBinomApps","rootSolve"
"76065","hypergeo","deSolve"
"76066","hypergeo","elliptic"
"76067","hypergeo","contfrac"
"76068","MixtureInf","quadprog"
"76069","fbRads","RCurl"
"76070","fbRads","plyr"
"76071","fbRads","jsonlite"
"76072","fbRads","digest"
"76073","fbRads","data.table"
"76074","fbRads","bit64"
"76075","fbRads","futile.logger"
"76076","MixRF","lme4"
"76077","MixRF","randomForest"
"76078","MixRF","doParallel"
"76079","MixRF","foreach"
"76080","MHTrajectoryR","mgcv"
"76081","bpa","magrittr"
"76082","bpa","plyr"
"76083","iopsych","mvtnorm"
"76084","iopsych","mco"
"76085","cancerTiming","gplots"
"76086","cancerTiming","LearnBayes"
"76087","diskImageR","zoo"
"76088","diskImageR","subplex"
"76089","pergola","seriation"
"76090","RevEcoR","Matrix"
"76091","RevEcoR","stringr"
"76092","RevEcoR","igraph"
"76093","RevEcoR","gtools"
"76094","RevEcoR","XML"
"76095","RevEcoR","magrittr"
"76096","RevEcoR","plyr"
"76097","RevEcoR","purrr"
"76098","rusda","stringr"
"76099","rusda","httr"
"76100","rusda","RCurl"
"76101","rusda","XML"
"76102","rusda","testthat"
"76103","rusda","taxize"
"76104","rusda","plyr"
"76105","rusda","foreach"
"76106","waterfall","lattice"
"76107","cancerGI","systemfit"
"76108","cancerGI","survival"
"76109","cancerGI","igraph"
"76110","cancerGI","reshape2"
"76111","quantreg.nonpar","quantreg"
"76112","quantreg.nonpar","fda"
"76113","quantreg.nonpar","mnormt"
"76114","quantreg.nonpar","Rearrangement"
"76115","collUtils","Rcpp"
"76116","collUtils","rJava"
"76117","bdpopt","rjags"
"76118","bdpopt","coda"
"76119","EDISON","MASS"
"76120","EDISON","corpcor"
"76121","FMsmsnReg","mvtnorm"
"76122","GOplot","ggplot2"
"76123","GOplot","RColorBrewer"
"76124","GOplot","ggdendro"
"76125","GOplot","gridExtra"
"76126","setter","assertive.base"
"76127","tdROC","survival"
"76128","imguR","httr"
"76129","imguR","jpeg"
"76130","imguR","png"
"76131","betalink","stringr"
"76132","betalink","igraph"
"76133","betalink","plyr"
"76134","kknn","Matrix"
"76135","kknn","igraph"
"76136","NEpiC","igraph"
"76137","NEpiC","PairedData"
"76138","sSDR","Matrix"
"76139","sSDR","MASS"
